modality,query,answer,pdf,page
text,"From 2021-2030, what estimated percentage of the overall GDP is Malaysia predicted to invest annually in road infrastructure improvement?",0.1% of GDP,1331183,1
text,What are the five key value indicators of J&J?,"Quality,  compliance and effectiveness, ii) Financial performance and total cost, iii) Innovation, iv) Supplier satisfaction,  v) customer satisfaction",1192656,10
text,What year did GSK start incorporating a non-linear mixed integer programming model?,2009,1192656,10
text,How many countries participated in the inaugural World Hepatitis Summit of 2015?,84,1326681,11
text,When did WHO launched a new Injection Safety Programme?,February 2015,1326681,9
text,"What is the rank of hepatitis as a cause of death globally, and how many deaths does it cause annually?","seventh leading cause of  death globally, accounting for 1.4 million deaths  per year",1326681,4
text,What causes higher volatility in the financial markets of Italy?,An intensification of geopolitical tensions or greater  uncertainty surrounding the future course of international economic policies,1262031,4
text,How much was the stock of bad loans in Italy at November 2015?,88.8 bln €,1262031,2
text,What was the percentage increase in Italian GDP by the conclusion of 2014?,0.4 per cent,1262031,0
text,Which countries are included in BRIC?,"Brazil, Russia, India and  China",1026220,1
text,What are the four basic factors that are used to compare different companies?,"innovation, customer experience, quality  and cost",1026220,3
text,How much higher was the average annual sales growth of BICCs in 2015 compared to other companies in their respective industries?,approximately 50% higher,1026220,2
text,What is the only way to degrade fibre?,anaerobic bacteria in the large intestine,1086222,13
text,What is the recommended exercise routine for people belonging to age group 18 to 65?,at least 30  minutes of moderate intensity cardiovascular exercise five days a week,1086222,15
text,What is Union Church of Pocantico Hills known for?,rich worship services and music program,1384475,0
text,"In 2021, how much was the Union Church of Pocantico Hills given from Paycheck Protection Program?","$40,250",1384475,6
text,How old is the Union Church of Pocantico Hills?,100-year-old,1384475,0
text,What is an average score in the SUS questionnaire?,68,1086404,88
text,Where is the Nursing Home Griesfeld located?,Egna (Italy),1086404,26
text,"Which department is responsible for the full psychiatric care of the regions Innsbruck-Land and Schwaz as well as supraregional for the areas geriatric psychiatric, Forensic and Social Psychiatry?",Department of Psychiatry and Psychotherapy A at the Regional Hospital Hall in Tyrol,1086404,24
text,"In 2016, what was the federal poverty threshold for a family of four?","$24,230",1391979,33
text,How many King County residents died by firearms from 2012 to 2016?,747,1391979,3
text,What was the baseline rate of firearm homicides in King County in 2016?,2000 rates,1391979,3
text,What is the contribution of damaged peatlands towards anthropogenic carbon dioxide emissions?,5.6%,1161168,20
text,What was the global average atmospheric carbon dioxide concentration in 2019?,409.8 ppm,1161168,7
text,What was the net loss of Alithya for FY21?,$17.3 million,1286502,17
text,"For the year ending March 31, 2021, what would be the consolidated percentage increase for Alithiya Group Inc?",7.7%,1286502,8
text,"How much did Alithya Group see in revenue for the three months ending March 31, 2021?",$78.0 million,1286502,10
text,"What was the estimated cost of damages incurred by the hailstorm of May 8, 2017 in Denver?",$2.3 billion,1170211,1
text,In what channel is the Dredge Carolina cutterhead lowered?,Freeport Harbor  Channel,1170211,0
text,"In 2001, what percentage of strokes were caused by brain clots?",80  percent,1170211,0
text,What was the annual natural gas consumption of the residential sector in Northbrook in 2018?,21 million therms,1098458,44
text,"In 2021, what will be in the final product of the Climate Action Plan?",a  document and implementation matrix with detailed actions organized by strategy,1098458,26
text,What was the most common method of travel for workers in Northbrook in 2017?,Drove Alone,1098458,58
text,When was AGMAN founded?,2013,1012538,1
text,How many diabetes patients are projected worldwide by the 2030s?,552 million,1012538,5
text,"Between June and August 2020, what was the total retail electricity sales across all sectors in the USA? ","1,055 billion kWh",1035714,1
text,How much has NYISO been able to reduce emissions and cut carbon emissions? ,52%,1035714,2
text,"In the residential sector of the U.S., what was the decline rate for energy consumption between 2019 and 2020?",4%,1035714,1
text,What is the biggest impact on happiness? ,quality of social support,1114199,6
text,"In 2000, what percentage of the world's population were Europeans?",12%,1114199,7
text,What was the GDP growth target of China for 2021?,above 6%,1390525,10
text,What was the fine for false advertisement for China-based companies?,"50,000 RMB (appr. 7,750 USD)",1390525,12
text,"During the covid period, what were the major disruptions in rural areas and healthcare that negatively impacted company earnings in India?",premature end of lockdowns in an ill-prepared system,1390525,3
text,Why did the Avianca Brasil airline cease its operations?,financial insolvency,1201891,21
text,Why do major Brazilian airlines keep spare aircrafts readily available?,cover contingency situations  during the day. The main reason is due to the costs related to customer compensations and  regulations in the country,1201891,32
text,Which country has the largest emitter?,Iran,1381956,4
text,Which African country ranks for having the fourth largest non-G20 emitter of fossil CO2?,Morocco,1381956,2
text,"As of May 2019, what was the capacity of installed renewable energy in Iran?",720 MW,1381956,4
text,"By 2030, what is the European Union's target for the consumption of energy produced from renewable resources?",27%,1364267,3
text,What is the goal of the CARISMA project?,to understand costs and benefits as well as economy-wide implications of the introduction or expansion of climate change mitigation technologies (CCMT) in the European Union,1364267,2
text,What does the Australian Went Worth group do?,provide workable solutions to the key Australian environmental  issues of land and water management,1230070,2
text,What are the goals of Tarkine National Coalition (TNC)?,to  protect the natural environment of the Northwest of Tasmania and the Tarkine,1230070,3
text,  What year has introduced a ban for oil in heating by Flemish government?,2021,1150801,13
text,"Instead of a heat pump for a water-based heating system, what is the other renewable alternative for nations with limited heating demand?",air-air heat pumps combined with solar thermal for hot water,1150801,9
text,What is an important step to strengthen multiyear fiscal discipline and ensure debt sustainability?,Responsibility and Debt Management Act (FRDMA),1268832,17
text,What are the requirements in Banking Law that are insufficient in some areas?,a bank is only required to take reasonable efforts to identify the  individual on whose behalf a customer is acting,1268832,20
text,"In FY20, what was the estimated decline rate in the GDP of Marshall Islands?",3.3 percent,1268832,2
