x_title,y_title,other,xlabel,ylabel,chart_title,legend_label,legend_title,mark_label,value_label,info_deplot,caption,input,chart,h,w,left,upper,right,lower,label,conf,pdf,page
Year,nbe,NoteGrey shading represents beginning to bottom of US. recessions Source:State Demography OfficePrint Date04/07/2021 - in the community is important. - Estimated Firms and Jobs series created by the SDO gives a comprehe,,"200.000 - 175.000 - 10,000 - 250,000 - 11,000 - 9,000 - 225,000 - 275.000","in the community is important. Total Estimated Firms and Jobs,2001 to 2019",in the community is important.,,,,TITLE | Total Estimated Firms and Jobs series created by the SDO gives a comprehensive view at the number of firms and jobs located in the county. Year | Total Estimated Firms and Jobs series 2001 | 284032 2002 | 168083 2003 | 171008 2004 | 178870 2005 | 180647 2006 | 188978 2007 | 201,,"in the community is important. Total Estimated Firms and Jobs,2001 to 2019  TITLE | Total Estimated Firms and Jobs series created by the SDO gives a comprehensive view at the number of firms and jobs located in the county. Year | Total Estimated Firms and Jobs series 2001 | 284032 2002 | 168083 2003 | 171008 2004 | 178870 2005 | 180647 2006 | 188978 2007 | 201 Year  nbe 200.000 - 175.000 - 10,000 - 250,000 - 11,000 - 9,000 - 225,000 - 275.000 in the community is important.    NoteGrey shading represents beginning to bottom of US. recessions Source:State Demography OfficePrint Date04/07/2021 - in the community is important. - Estimated Firms and Jobs series created by the SDO gives a comprehe",2151932_14_0,1536,1187,0.25171974,0.29601166,0.7468634,0.60872823,chart,0.938597,2151932,14
2019 Share ofJobs by Industry Job,,Adams County - SourceState DemographyOfficePrint Date04/07/2021 - Percentage - The total estimated jobs are subdivided into 3 categories:,Manufacturing - Transportation and Warehousing - Wholesale Trade - Educational Services - Retail Trade - Agriculture - Arts. Entertainment and Recreation - Finance and Insurance - Management of Companies - Information - Construction - Healthcare and Social Assistance - Accomodation and Food Services - Mining - Real Estate and Rental and Leasing - Government - Adminstration and Waste Services - Other services;except public administration - Professional and Technical Services - Utilities - The total estimated jobs are subdivided into 3 categories:,0.0% - 20.( - 5.0% - 15.0% - 10.0%,2019 Share ofJobs by Industry,Direct Basic jobs that bring outside dollars into the community by sel,,,2.3% - 4.2% - 1.1% - 1.6% - 0.8% - 1.4% - 8.6% - 5.1% - 5.4% - 10.2% - 6.7% - 0.7% - 11.0% - 8.2% - 6.8% - 0.6% - 0.5% - 6.3% - 18 - 0.2%,TITLE | 2019 Share of Jobs by Industry Job Sector | 11.0% Government | 11.0% Transportation and Warehousing | 10.2% Retail Trade | 8.6% Healthcare and Social Assistance | 8.2% Accomodation and Food Services | 6.8% Wholesale Trade | 6.3% Manufacturing | 5.4% Other services; except public administration | 5.1% Professional and Technical Services | 4,,2019 Share ofJobs by Industry  TITLE | 2019 Share of Jobs by Industry Job Sector | 11.0% Government | 11.0% Transportation and Warehousing | 10.2% Retail Trade | 8.6% Healthcare and Social Assistance | 8.2% Accomodation and Food Services | 6.8% Wholesale Trade | 6.3% Manufacturing | 5.4% Other services; except public administration | 5.1% Professional and Technical Services | 4 2019 Share ofJobs by Industry Job Manufacturing - Transportation and Warehousing - Wholesale Trade - Educational Services - Retail Trade - Agriculture - Arts. Entertainment and Recreation - Finance and Insurance - Management of Companies - Information - Construction - Healthcare and Social Assistance - Accomodation and Food Services - Mining - Real Estate and Rental and Leasing - Government - Adminstration and Waste Services - Other services;except public administration - Professional and Technical Services - Utilities - The total estimated jobs are subdivided into 3 categories:  0.0% - 20.( - 5.0% - 15.0% - 10.0% Direct Basic jobs that bring outside dollars into the community by sel   2.3% - 4.2% - 1.1% - 1.6% - 0.8% - 1.4% - 8.6% - 5.1% - 5.4% - 10.2% - 6.7% - 0.7% - 11.0% - 8.2% - 6.8% - 0.6% - 0.5% - 6.3% - 18 - 0.2% Adams County - SourceState DemographyOfficePrint Date04/07/2021 - Percentage - The total estimated jobs are subdivided into 3 categories:,2151932_15_0,1536,1187,0.18920182,0.14501315,0.756316,0.4640303,chart,0.85939825,2151932,15
,Percentage,Denver-Boulder MSA - SourceState Demography OficePrnt Date04/07/2021,Other Household - Retiree(s) - Government - Agriculture - Mining - Other Income - Commuter - Tourism - Manufacturing - Regional Services,30.0% - 10.0% - 40.0% - 20.0% - -10.0% - 50.0% - 0.0%,2019 Base Industries (without Indirect),,,,9.7% - 6.7% - 5.0% - 3.1% - 1.3% - 13.5% - 45.7% - 11.7% - 5.3% - 2.00,TITLE | 2019 Base Industries (without Indirect) Regional Services | 45.7% Retirees(s) | 13.5% Government | 11.7% Tourism | 9.7% Other income | 6.7% Manufacturing | 5.3% Agriculture | 5.0% Other Household | 3.1% Mining | 13% Commulter | -2.5%,,2019 Base Industries (without Indirect)  TITLE | 2019 Base Industries (without Indirect) Regional Services | 45.7% Retirees(s) | 13.5% Government | 11.7% Tourism | 9.7% Other income | 6.7% Manufacturing | 5.3% Agriculture | 5.0% Other Household | 3.1% Mining | 13% Commulter | -2.5%  Other Household - Retiree(s) - Government - Agriculture - Mining - Other Income - Commuter - Tourism - Manufacturing - Regional Services Percentage 30.0% - 10.0% - 40.0% - 20.0% - -10.0% - 50.0% - 0.0%    9.7% - 6.7% - 5.0% - 3.1% - 1.3% - 13.5% - 45.7% - 11.7% - 5.3% - 2.00 Denver-Boulder MSA - SourceState Demography OficePrnt Date04/07/2021,2151932_16_0,1536,1187,0.2630047,0.14483204,0.7403073,0.41025496,chart,0.7799866,2151932,16
,Wage Weekly Average,"$1,200 - Average Weekly Wage, in Nominal Dollars - Source:Department of Labor and Empioyment (QCEW),Print Date:04/07/2021 - Adams County",2020 - 2000 - 2015 - 2005 - 2010 Year,"$800 - $1,000 - $600 - 2005","Average Weekly Wage, in Nominal Dollars","Adams County - Colorado - Geography - Source:Department of Labor and Empioyment (QCEW),Print Date:04/07/2021",,,"$777 - $873 - $836 - $1.042$1.022 - $907 - $749738 - $730 - $689 - $964 - $944 - $799 - $901 - $749738 - $668 - $1.042$1.022 - $800 - $1,189 - $978 - $1.09$1,089 - $1,200","TITLE | Average Weekly Wage, in Nominal Dollars Year | Geography | Adams County | Colorado 2000 | 868 | 668 | 730 2005 | 800 | 738 | 800 2010 | 890 | 836 | 8944 2015 | 1042 | 964 | 1042 2020 | 1189 | 1089 | 1189",,"Average Weekly Wage, in Nominal Dollars  TITLE | Average Weekly Wage, in Nominal Dollars Year | Geography | Adams County | Colorado 2000 | 868 | 668 | 730 2005 | 800 | 738 | 800 2010 | 890 | 836 | 8944 2015 | 1042 | 964 | 1042 2020 | 1189 | 1089 | 1189  2020 - 2000 - 2015 - 2005 - 2010 Year Wage Weekly Average $800 - $1,000 - $600 - 2005 Adams County - Colorado - Geography - Source:Department of Labor and Empioyment (QCEW),Print Date:04/07/2021   $777 - $873 - $836 - $1.042$1.022 - $907 - $749738 - $730 - $689 - $964 - $944 - $799 - $901 - $749738 - $668 - $1.042$1.022 - $800 - $1,189 - $978 - $1.09$1,089 - $1,200 $1,200 - Average Weekly Wage, in Nominal Dollars - Source:Department of Labor and Empioyment (QCEW),Print Date:04/07/2021 - Adams County",2151932_18_0,1536,1187,0.26188704,0.1443886,0.7363138,0.41670647,chart,0.6588069,2151932,18
Year,10.0% Adams County,Source:State Demography Ofce and U.S.Bureau of Economic AnalysisPrint Date04/D7/2021 NoteGrey shading represents beginning to boom of U.S. recessions - labor force participation and employment plot compares the perce,000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000,70.0% - 71.0% - 68.0% - 69.0% - 67.0% - 4.0% - 6.0% - 10.0% - 72.0% - 8.0%,Labor Force Participation and Unemployment Rate,,,,,TITLE | Labor Force Participation and Unemployment Rate 2000 to 2019 Year | Labor force participation and employment plot compares the percentage of potential 2019 | 71.7% 2018 | 68.7% 2017 | 68.4% 2016 | 4.7% 2015 | 4.9% 2014 | 5.9% 2013 | 6.1,,Labor Force Participation and Unemployment Rate  TITLE | Labor Force Participation and Unemployment Rate 2000 to 2019 Year | Labor force participation and employment plot compares the percentage of potential 2019 | 71.7% 2018 | 68.7% 2017 | 68.4% 2016 | 4.7% 2015 | 4.9% 2014 | 5.9% 2013 | 6.1 Year 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 - 000000000000000000 10.0% Adams County 70.0% - 71.0% - 68.0% - 69.0% - 67.0% - 4.0% - 6.0% - 10.0% - 72.0% - 8.0%     Source:State Demography Ofce and U.S.Bureau of Economic AnalysisPrint Date04/D7/2021 NoteGrey shading represents beginning to boom of U.S. recessions - labor force participation and employment plot compares the perce,2151932_19_0,1536,1187,0.25162405,0.12696174,0.7489197,0.43523282,chart,0.92239344,2151932,19
Year,Population,Source:State Demography OcePrint Date04/07/202 - ties.,2030 - 2040 - 2020 - 2010 - 2000 - 2050,"900,000 - 400,000 - 800,000 - 700,000 - 500,000 - 300,000 - 600.000","Population Forecast,2000 to 2050",Estimate - Forecast - Source:State Demography OcePrint Date04/07/202,,,,"TITLE | Population Forecast, 2000 to 2050 Year | Estimate | Forecast 2000 | 354208 | 334731 2010 | 443854 | 443854 2020 | 521778 | 521778 2030 | 607082 | 607082 2040 | 717360 | 717360 ",,"Population Forecast,2000 to 2050  TITLE | Population Forecast, 2000 to 2050 Year | Estimate | Forecast 2000 | 354208 | 334731 2010 | 443854 | 443854 2020 | 521778 | 521778 2030 | 607082 | 607082 2040 | 717360 | 717360  Year 2030 - 2040 - 2020 - 2010 - 2000 - 2050 Population 900,000 - 400,000 - 800,000 - 700,000 - 500,000 - 300,000 - 600.000 Estimate - Forecast - Source:State Demography OcePrint Date04/07/202    Source:State Demography OcePrint Date04/07/202 - ties.",2151932_2_0,1536,1187,0.2497527,0.566159,0.74804807,0.8484293,chart,0.90900683,2151932,2
Year,Population Adams County,"Source:State Demography OfficePrint Date04/07/202 - population of Adams County is forecast to reach 523,714 by 2020 and 72 - e of Colorado. - Population,2000 to 2019",2005 - 2000 - 2015 - 2019 - 2010,"400,000 - 550,000 - 500,000 - 450,000 - 350,000","Population,2000 to 2019 e of Colorado. Population,2000 to 2019",,,,,"TITLE | Population, 2000 to 2019 Year | Population | 2000 to 2019 2000 | 352239 | 350391 2005 | 396205 | 395001 2010 | 443654 | 442969 2015 | 490269 | 489863 2019 | 517000",,"Population,2000 to 2019 e of Colorado. Population,2000 to 2019  TITLE | Population, 2000 to 2019 Year | Population | 2000 to 2019 2000 | 352239 | 350391 2005 | 396205 | 395001 2010 | 443654 | 442969 2015 | 490269 | 489863 2019 | 517000 Year 2005 - 2000 - 2015 - 2019 - 2010 Population Adams County 400,000 - 550,000 - 500,000 - 450,000 - 350,000     Source:State Demography OfficePrint Date04/07/202 - population of Adams County is forecast to reach 523,714 by 2020 and 72 - e of Colorado. - Population,2000 to 2019",2151932_2_1,1536,1187,0.24827656,0.17938708,0.7505518,0.4828529,chart,0.7869088,2151932,2
Year,Population Change,"the past five yearsbetween 2015 and 2019the population of A - Components of Change: Births, Deaths, and Net Migration - Source:State Demography OfficePrint Date04/07/2021 - opulation stability and growth.",2000 - 20082010201220142016 - 20042006 - 2002 - 20082010201220142016 - 20042006 - 20082010201220142016 - 20082010201220142016 - 2018 - 20082010201220142016,"-10,000 - 5,000 - -5,000 - 10,000 - 0","ase more deaths than births),this makes migration opulation stability and growth. Components of Change: Births, Deaths, and Net Migration",Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - opulation stability and growth. - the past five yearsbetween 2015 and 2019the population of A,Type of Change --Births --Deaths -Net Migration,,,"TITLE | Components of Change: Births, Deaths, and Net Migration Year | Type of Change | Births | Deaths | Net Migration 2000 | -16421 | 6768 | 2054 | -10482 2002 | 7260 | 7418 | 2243 | 6015 | 1250 2004 | 7424 | 7460 | 2259 | 2330",,"ase more deaths than births),this makes migration opulation stability and growth. Components of Change: Births, Deaths, and Net Migration  TITLE | Components of Change: Births, Deaths, and Net Migration Year | Type of Change | Births | Deaths | Net Migration 2000 | -16421 | 6768 | 2054 | -10482 2002 | 7260 | 7418 | 2243 | 6015 | 1250 2004 | 7424 | 7460 | 2259 | 2330 Year 2000 - 20082010201220142016 - 20042006 - 2002 - 20082010201220142016 - 20042006 - 20082010201220142016 - 20082010201220142016 - 2018 - 20082010201220142016 Population Change -10,000 - 5,000 - -5,000 - 10,000 - 0 Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - Type of Change --Births --Deaths -Net Migration - opulation stability and growth. - the past five yearsbetween 2015 and 2019the population of A Type of Change --Births --Deaths -Net Migration   the past five yearsbetween 2015 and 2019the population of A - Components of Change: Births, Deaths, and Net Migration - Source:State Demography OfficePrint Date04/07/2021 - opulation stability and growth.",2151932_3_0,1536,1187,0.25073242,0.29182237,0.7479465,0.6033043,chart,0.9235084,2151932,3
Adams County Group Age Age by Sex,Percentage of Population Group Age,,0to9- - 70to79 - 20 to 29 - 10 to19 - 30to39 - 40.to49 - 60 to 69 - 80 and over - 50 to 59 - SourceU.S.Census Bureau2015-2019 American Communty SurveyPrint Date04/07/2021 - 0%,0% - 10% - 10% - 50 to 59,Age by Sex,Female - Male - Sex,,,,TITLE | Adams County Age Group | Sex | Female | Male Table 3: Median Age by Sex Comparison | 10% | 0 to 99 | 0.18 10 to 19 | 0.0 | 0 | 0.0 30 to 39 | 0.0 | 0 | 0.0 40 to 49 | 0.0 | 0 | 0.0 50 to 59 | 0.0 | 0 | ,,Age by Sex  TITLE | Adams County Age Group | Sex | Female | Male Table 3: Median Age by Sex Comparison | 10% | 0 to 99 | 0.18 10 to 19 | 0.0 | 0 | 0.0 30 to 39 | 0.0 | 0 | 0.0 40 to 49 | 0.0 | 0 | 0.0 50 to 59 | 0.0 | 0 |  Adams County Group Age Age by Sex 0to9- - 70to79 - 20 to 29 - 10 to19 - 30to39 - 40.to49 - 60 to 69 - 80 and over - 50 to 59 - SourceU.S.Census Bureau2015-2019 American Communty SurveyPrint Date04/07/2021 - 0% Percentage of Population Group Age 0% - 10% - 10% - 50 to 59 Female - Male - Sex    ,2151932_4_0,1536,1187,0.25526726,0.40542543,0.7453204,0.6860845,chart,0.6947007,2151932,4
Age by Sex Age Group,Population rcentage,Source:State Demography OficePrit Date04/07/2021 - Adams County,and - 89 to - 39 to 30 - 69 to 60 - 20 - 19 to 10 - 79 to 70 - 59 to 50 - 49 40 to - to 9 0,0.0% - 8.0% - 4.0% - 16.0% - 12.0%,Population Distribution by Age,Adams County - Colorado - Geography,,,,TITLE | Population Distribution by Age for 2019 Age by Sex | 0.42% 10 to 19 | 13.52% 20 to 29 | 15.45% 30 to 39 | 16.27% 40 to 49 | 12.61% 50 to 59 | 12.31% 60 to 69 | 11.53% ,,Population Distribution by Age  TITLE | Population Distribution by Age for 2019 Age by Sex | 0.42% 10 to 19 | 13.52% 20 to 29 | 15.45% 30 to 39 | 16.27% 40 to 49 | 12.61% 50 to 59 | 12.31% 60 to 69 | 11.53%  Age by Sex Age Group and - 89 to - 39 to 30 - 69 to 60 - 20 - 19 to 10 - 79 to 70 - 59 to 50 - 49 40 to - to 9 0 Population rcentage 0.0% - 8.0% - 4.0% - 16.0% - 12.0% Adams County - Colorado - Geography    Source:State Demography OficePrit Date04/07/2021 - Adams County,2151932_4_1,1536,1187,0.2634797,0.1435193,0.73747885,0.4290456,chart,0.60311735,2151932,4
Age Group,ration Net Migra,"Source:State Demography Oice,Print Date:04/07/2021 - Net Migration by Age:2000-2010 - draws many young adults as migrants. Areas with colleges and resorts draw a",0 - 303540 - 25 - 20 - 15 - 50 - 45 - 60 - 6570 - 55 - 303540 - 6570 - 10 - 5 - 303540,"2,500 - 10,000 - 7,500 - 5,000",transportation and other needs of the senior population. Net Migration by Age:2000-2010 Net Migration by Age:2000-2010,,,,,TITLE | Net Migration by Age: 2000-2010 Net Migration | Source: Staten Island | 3 Age Group | 2 Ages 15-24 | 1611 10 | 4254 15 | 1661 20 | 3270 25 | 10423 20 | 2979 30 | 9791 35 | 4565 42 | 2227 43 |,,"transportation and other needs of the senior population. Net Migration by Age:2000-2010 Net Migration by Age:2000-2010  TITLE | Net Migration by Age: 2000-2010 Net Migration | Source: Staten Island | 3 Age Group | 2 Ages 15-24 | 1611 10 | 4254 15 | 1661 20 | 3270 25 | 10423 20 | 2979 30 | 9791 35 | 4565 42 | 2227 43 | Age Group 0 - 303540 - 25 - 20 - 15 - 50 - 45 - 60 - 6570 - 55 - 303540 - 6570 - 10 - 5 - 303540 ration Net Migra 2,500 - 10,000 - 7,500 - 5,000     Source:State Demography Oice,Print Date:04/07/2021 - Net Migration by Age:2000-2010 - draws many young adults as migrants. Areas with colleges and resorts draw a",2151932_5_0,1536,1187,0.18650728,0.52257097,0.81555575,0.8780855,chart,0.9414024,2151932,5
Age Group,Population,Age Forecast:2010 to 2025 - Source:State Demography OfficePrint Date:04/07/2021 - hanging age distribution of the population of Adams County for the pe,89 90 - 79 70 - 10 20 - 19 10 - C - 89 - 69 60 - 39 30 - 59 tO 50 - 49 40,"80,000 - 20,000 - 40,000 - 60,000 - 100,000",is County are significantly younger than men in the state Age Forecast:2010 to 2025,2010 - 2015 - 2025 - Year,Year,,,TITLE | Age Forecast: 2010 to 2025 Age Group | Year | 2010 | 2015 | 2025 Ages 65 and over | 75022 | 75270 | 75536 | 12542 90 and Over | 2095 | 2030 | 1331 | 2539,,"is County are significantly younger than men in the state Age Forecast:2010 to 2025  TITLE | Age Forecast: 2010 to 2025 Age Group | Year | 2010 | 2015 | 2025 Ages 65 and over | 75022 | 75270 | 75536 | 12542 90 and Over | 2095 | 2030 | 1331 | 2539 Age Group 89 90 - 79 70 - 10 20 - 19 10 - C - 89 - 69 60 - 39 30 - 59 tO 50 - 49 40 Population 80,000 - 20,000 - 40,000 - 60,000 - 100,000 2010 - 2015 - 2025 - Year Year   Age Forecast:2010 to 2025 - Source:State Demography OfficePrint Date:04/07/2021 - hanging age distribution of the population of Adams County for the pe",2151932_5_1,1536,1187,0.25554162,0.18790194,0.7507715,0.48824963,chart,0.63289493,2151932,5
Income (in 2019 Dollars),Percentage,"than - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - Houselold Income Source(s) Table shows household income sources - Source:U.S.Census Bureau,2015-2019 American Community Survey.Print Date04/07/2021 - Household Income Distribution","Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - .or - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - .or - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re",0.0% - 5.0% - 10.0% - 15.0%,inment than the state will typically have lower household incomes. Household Income Distribution,Adams County - Colorado - Geography,Geography,,,"TITLE | Household Income Distribution Adams County | Percentage 1000000 | 10.00% Less than $10,000 | 4.86% $10,000 | 10.000 | 1.09% | 6.5% $20,000 | 10.000 | 1.23% | 7.8% $39,999 | 8.000 | 1.82%",,"inment than the state will typically have lower household incomes. Household Income Distribution  TITLE | Household Income Distribution Adams County | Percentage 1000000 | 10.00% Less than $10,000 | 4.86% $10,000 | 10.000 | 1.09% | 6.5% $20,000 | 10.000 | 1.23% | 7.8% $39,999 | 8.000 | 1.82% Income (in 2019 Dollars) Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - .or - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - .or - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - Less$10,000$20,000 $30,000 $40,000 $50,000 $60.000 $75,000$100,000$125.000$150,000$200,000 - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re Percentage 0.0% - 5.0% - 10.0% - 15.0% Adams County - Colorado - Geography Geography   than - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - $10,000$19,999 $29,999 $39,999 $49,999 $59,999 $74,999 $99,999$124,999$149,999$199,999m0re - Houselold Income Source(s) Table shows household income sources - Source:U.S.Census Bureau,2015-2019 American Community Survey.Print Date04/07/2021 - Household Income Distribution",2151932_6_0,1536,1187,0.24884039,0.41123927,0.7528762,0.7237463,chart,0.89430237,2151932,6
